ModuloParteAnotacao,PosiçãoInicial,Tamanho,Codigo,Numero,Descricao,Tipo,Categoria
,,,,,Peso ao nascer (em quilogramas),,Não aplicável
,1169.0,1.0,S111,S111,Quem fez o parto?,1,Médico (a)
,,,,,Quem fez o parto?,2,Enfermeiro (a)
,,,,,Quem fez o parto?,3,Outro (a) profissional de saúde
,,,,,Quem fez o parto?,4,Parteira
,,,,,Quem fez o parto?,5,Parentes/amigos
,,,,,Quem fez o parto?,6,Outro
,,,,,Quem fez o parto?,9,Ignorado
,,,,,Quem fez o parto?,,Não aplicável
,1170.0,2.0,S112,S112,Onde foi realizado o parto?,01,Unidade básica de saúde (posto ou centro de saúde ou unidade de saúde da família). 
,,,,,Onde foi realizado o parto?,02,"Policlínica pública, PAM (Posto de Assistência Médica) ou Centro de Especialidades público"
,,,,,Onde foi realizado o parto?,03,"UPA (Unidade de Pronto Atendimento), outro tipo de pronto atendimento público (24 horas), pronto-socorro ou emergência de hospital público.
"
,,,,,Onde foi realizado o parto?,04,Hospital público ou maternidade pública
,,,,,Onde foi realizado o parto?,05,Casa de parto
,,,,,Onde foi realizado o parto?,06,"Consultório particular, clínica privada ou ambulatório de hospital privado."
,,,,,Onde foi realizado o parto?,07,"Pronto-atendimento ou emergência de hospital privado
"
,,,,,Onde foi realizado o parto?,08,No domicilio
,,,,,Onde foi realizado o parto?,09,Outro serviço
,,,,,Onde foi realizado o parto?,99,Ignorado
,,,,,Onde foi realizado o parto?,,Não aplicável
,1172.0,1.0,S113,S113,Pagou algum valor pelo parto?,1,Sim
,,,,,Pagou algum valor pelo parto?,2,Não
,,,,,Pagou algum valor pelo parto?,9,Ignorado
,,,,,Pagou algum valor pelo parto?,,Não aplicável
,1173.0,1.0,S114,S114,O parto foi feito através do Sistema Único de Saúde (SUS)?,1,Sim
,,,,,O parto foi feito através do Sistema Único de Saúde (SUS)?,2,Não
,,,,,O parto foi feito através do Sistema Único de Saúde (SUS)?,9,Ignorado
,,,,,O parto foi feito através do Sistema Único de Saúde (SUS)?,,Não aplicável
,1174.0,1.0,S115,S115,Qual foi o tipo de parto?,1,Parto normal/vaginal
,,,,,Qual foi o tipo de parto?,2,Cesariana
,,,,,Qual foi o tipo de parto?,9,Ignorado
,,,,,Qual foi o tipo de parto?,,Não aplicável
,1175.0,1.0,S116,S116,"Nesta gravidez, entrou em trabalho de parto?",1,Sim
,,,,,"Nesta gravidez, entrou em trabalho de parto?",2,Não
,,,,,"Nesta gravidez, entrou em trabalho de parto?",9,Ignorado
,,,,,"Nesta gravidez, entrou em trabalho de parto?",,Não aplicável
,1176.0,1.0,S117,S117,Qual o principal motivo de ter tido parto cesáreo?,1,Já tinha parto cesário anterior
,,,,,Qual o principal motivo de ter tido parto cesáreo?,2,Queria ligar as trompas
,,,,,Qual o principal motivo de ter tido parto cesáreo?,3,Não queria sentir dor do parto/por ser mais conveniente
,,,,,Qual o principal motivo de ter tido parto cesáreo?,4,Por escolha do médico durante o pré-natal
,,,,,Qual o principal motivo de ter tido parto cesáreo?,5,Indicação médica por complicação na gravidez ou no trabalho de parto
,,,,,Qual o principal motivo de ter tido parto cesáreo?,6,Indicação médica porque não entrou em trabalho de parto
,,,,,Qual o principal motivo de ter tido parto cesáreo?,7,Outro
,,,,,Qual o principal motivo de ter tido parto cesáreo?,9,Ignorado
,,,,,Qual o principal motivo de ter tido parto cesáreo?,,Não aplicável
,1177.0,1.0,S118,S118,Quantas semanas de gravidez tinha no momento do parto?,1,Respondeu o número de semanas
,,,,,Quantas semanas de gravidez tinha no momento do parto?,2,Não sabe/Não lembra
,,,,,Quantas semanas de gravidez tinha no momento do parto?,,Não aplicável
,1178.0,2.0,S11801,S118,Quantidade de semanas,1 a 43,Semanas
,,,,,Quantidade de semanas,99,Ignorado
,,,,,Quantidade de semanas,,Não aplicável
,1180.0,1.0,S119,S119,Neste parto fizeram em você a episiotomia (aquele corte na vagina)?,1,Sim
,,,,,Neste parto fizeram em você a episiotomia (aquele corte na vagina)?,2,Não
,,,,,Neste parto fizeram em você a episiotomia (aquele corte na vagina)?,9,Ignorado
,,,,,Neste parto fizeram em você a episiotomia (aquele corte na vagina)?,,Não aplicável
,1181.0,1.0,S120,S120,Neste trabalho de parto foi oferecido algum método para alívio da dor?,1,Sim
,,,,,Neste trabalho de parto foi oferecido algum método para alívio da dor?,2,Não
,,,,,Neste trabalho de parto foi oferecido algum método para alívio da dor?,9,Ignorado
,,,,,Neste trabalho de parto foi oferecido algum método para alívio da dor?,,Não aplicável
,1182.0,1.0,S121,S121,Neste trabalho de parto foi utilizado algum método para alívio da dor?,1,Sim
,,,,,Neste trabalho de parto foi utilizado algum método para alívio da dor?,2,Não
,,,,,Neste trabalho de parto foi utilizado algum método para alívio da dor?,9,Ignorado
,,,,,Neste trabalho de parto foi utilizado algum método para alívio da dor?,,Não aplicável
,1183.0,1.0,S122,S122,Qual foi o método utilizado para o alívio da dor?,1,Anestesia
,,,,,Qual foi o método utilizado para o alívio da dor?,2,Outro medicamento
,,,,,Qual foi o método utilizado para o alívio da dor?,3,"Outros métodos (banho morno, massagem, bola)"
,,,,,Qual foi o método utilizado para o alívio da dor?,4,Não sabe/Não lembra
,,,,,Qual foi o método utilizado para o alívio da dor?,9,Ignorado
,,,,,Qual foi o método utilizado para o alívio da dor?,,Não aplicável
,1184.0,1.0,S123,S123,"Alguém conhecido ficou com você durante todo o período de parto (pré-parto, parto e pós-parto)?",1,Sim
,,,,,"Alguém conhecido ficou com você durante todo o período de parto (pré-parto, parto e pós-parto)?",2,Não
,,,,,"Alguém conhecido ficou com você durante todo o período de parto (pré-parto, parto e pós-parto)?",9,Ignorado
,,,,,"Alguém conhecido ficou com você durante todo o período de parto (pré-parto, parto e pós-parto)?",,Não aplicável
,1185.0,1.0,S124,S124,Em algum momento esse acompanhante foi o pai da criança?,1,Sim
,,,,,Em algum momento esse acompanhante foi o pai da criança?,2,Não
,,,,,Em algum momento esse acompanhante foi o pai da criança?,9,Ignorado
,,,,,Em algum momento esse acompanhante foi o pai da criança?,,Não aplicável
,1186.0,1.0,S125,S125,Teve alguma complicação durante o parto?,1,Sim
,,,,,Teve alguma complicação durante o parto?,2,Não
,,,,,Teve alguma complicação durante o parto?,9,Ignorado
,,,,,Teve alguma complicação durante o parto?,,Não aplicável
,1187.0,1.0,S126,S126,Você teve alguma complicação após o parto?,1,Sim
,,,,,Você teve alguma complicação após o parto?,2,Não
,,,,,Você teve alguma complicação após o parto?,9,Ignorado
,,,,,Você teve alguma complicação após o parto?,,Não aplicável
,1188.0,1.0,S127,S127,Por causa dessa complicação precisou ser internada?,1,Sim
,,,,,Por causa dessa complicação precisou ser internada?,2,Não
,,,,,Por causa dessa complicação precisou ser internada?,9,Ignorado
,,,,,Por causa dessa complicação precisou ser internada?,,Não aplicável
,1189.0,1.0,S128,S128,O parto foi realizado no estabelecimento de saúde indicado no pré-natal?,1,Sim
,,,,,O parto foi realizado no estabelecimento de saúde indicado no pré-natal?,2,Não
,,,,,O parto foi realizado no estabelecimento de saúde indicado no pré-natal?,9,Ignorado
,,,,,O parto foi realizado no estabelecimento de saúde indicado no pré-natal?,,Não aplicável
,1190.0,1.0,S129,S129,Quantos serviços de saúde procurou quando entrou em trabalho de parto para que seu(sua) filho(a) pudesse nascer?,1,Um
,,,,,Quantos serviços de saúde procurou quando entrou em trabalho de parto para que seu(sua) filho(a) pudesse nascer?,2,Dois
,,,,,Quantos serviços de saúde procurou quando entrou em trabalho de parto para que seu(sua) filho(a) pudesse nascer?,3,Mais de dois
,,,,,Quantos serviços de saúde procurou quando entrou em trabalho de parto para que seu(sua) filho(a) pudesse nascer?,9,Ignorado
,,,,,Quantos serviços de saúde procurou quando entrou em trabalho de parto para que seu(sua) filho(a) pudesse nascer?,,Não aplicável
,1191.0,1.0,S130,S130,"Durante a primeira hora após o nascimento, seu(sua) filho(a) foi colocado(a) em contato com você pele a pele?",1,Sim
,,,,,"Durante a primeira hora após o nascimento, seu(sua) filho(a) foi colocado(a) em contato com você pele a pele?",2,Não
,,,,,"Durante a primeira hora após o nascimento, seu(sua) filho(a) foi colocado(a) em contato com você pele a pele?",9,Ignorado
,,,,,"Durante a primeira hora após o nascimento, seu(sua) filho(a) foi colocado(a) em contato com você pele a pele?",,Não aplicável
,1192.0,1.0,S131,S131,"Depois do nascimento, ele(a) ficou com você no quarto até a alta hospitalar?",1,Sim
,,,,,"Depois do nascimento, ele(a) ficou com você no quarto até a alta hospitalar?",2,Não
,,,,,"Depois do nascimento, ele(a) ficou com você no quarto até a alta hospitalar?",9,Ignorado
,,,,,"Depois do nascimento, ele(a) ficou com você no quarto até a alta hospitalar?",,Não aplicável
,1193.0,1.0,S132,S132,Seu(sua) filho(a) saiu do hospital junto com você?,1,Sim
,,,,,Seu(sua) filho(a) saiu do hospital junto com você?,2,Não
,,,,,Seu(sua) filho(a) saiu do hospital junto com você?,9,Ignorado
,,,,,Seu(sua) filho(a) saiu do hospital junto com você?,,Não aplicável
,1194.0,1.0,S133,S133,A criança não saiu do hospital junto com você porque:,1,Somente a criança teve alta
,,,,,A criança não saiu do hospital junto com você porque:,2,A criança faleceu antes da alta
,,,,,A criança não saiu do hospital junto com você porque:,3,A criança permaneceu internada
,,,,,A criança não saiu do hospital junto com você porque:,4,Outro
,,,,,A criança não saiu do hospital junto com você porque:,9,Ignorado
,,,,,A criança não saiu do hospital junto com você porque:,,Não aplicável
,1195.0,1.0,S134,S134,Você fez consulta de puerpério (consulta com médico ou enfermeiro até 42 dias após o parto)?,1,Sim
,,,,,Você fez consulta de puerpério (consulta com médico ou enfermeiro até 42 dias após o parto)?,2,Não
,,,,,Você fez consulta de puerpério (consulta com médico ou enfermeiro até 42 dias após o parto)?,9,Ignorado
,,,,,Você fez consulta de puerpério (consulta com médico ou enfermeiro até 42 dias após o parto)?,,Não aplicável
,1196.0,1.0,S135,S135,Qual o motivo de não ter feito a consulta de puerpério (consulta com médico ou enfermeiro até 42 dias após o parto)?,1,Não sabia que tinha que fazer/Não foi orientada
,,,,,Qual o motivo de não ter feito a consulta de puerpério (consulta com médico ou enfermeiro até 42 dias após o parto)?,2,Não achou necessário/Não quis fazer
,,,,,Qual o motivo de não ter feito a consulta de puerpério (consulta com médico ou enfermeiro até 42 dias após o parto)?,3,Estava internada
,,,,,Qual o motivo de não ter feito a consulta de puerpério (consulta com médico ou enfermeiro até 42 dias após o parto)?,4,Não conseguiu marcar
,,,,,Qual o motivo de não ter feito a consulta de puerpério (consulta com médico ou enfermeiro até 42 dias após o parto)?,5,Outro
,,,,,Qual o motivo de não ter feito a consulta de puerpério (consulta com médico ou enfermeiro até 42 dias após o parto)?,9,Ignorado
,,,,,Qual o motivo de não ter feito a consulta de puerpério (consulta com médico ou enfermeiro até 42 dias após o parto)?,,Não aplicável
,1197.0,1.0,S136,S136,"Durante os primeiros três meses após o parto, você tomou medicamento contendo somente ferro ou ferro com vitaminas?",1,Sim
,,,,,"Durante os primeiros três meses após o parto, você tomou medicamento contendo somente ferro ou ferro com vitaminas?",2,Não
,,,,,"Durante os primeiros três meses após o parto, você tomou medicamento contendo somente ferro ou ferro com vitaminas?",3,Não sabe/Não lembra
,,,,,"Durante os primeiros três meses após o parto, você tomou medicamento contendo somente ferro ou ferro com vitaminas?",9,Ignorado
,,,,,"Durante os primeiros três meses após o parto, você tomou medicamento contendo somente ferro ou ferro com vitaminas?",,Não aplicável
,1198.0,1.0,S137,S137,Por que não tomou o medicamento?,1,Não foi receitado por nenhum profissional de saúde
,,,,,Por que não tomou o medicamento?,2,Não conseguiu obter no serviço público de saúde
,,,,,Por que não tomou o medicamento?,3,Não tinha farmácia próxima ou teve dificuldade de transporte
,,,,,Por que não tomou o medicamento?,4,Não conseguiu encontrar o medicamento para comprar na farmácia
,,,,,Por que não tomou o medicamento?,5,Não tinha dinheiro para comprar
,,,,,Por que não tomou o medicamento?,6,Não achou necessário
,,,,,Por que não tomou o medicamento?,9,Ignorado
,,,,,Por que não tomou o medicamento?,,Não aplicável
,1199.0,1.0,S138,S138,"Na maioria das vezes, o medicamento contendo somente ferro ou ferro com vitaminas foi obtido em serviço público de saúde?",1,Sim
,,,,,"Na maioria das vezes, o medicamento contendo somente ferro ou ferro com vitaminas foi obtido em serviço público de saúde?",2,Não
,,,,,"Na maioria das vezes, o medicamento contendo somente ferro ou ferro com vitaminas foi obtido em serviço público de saúde?",9,Ignorado
,,,,,"Na maioria das vezes, o medicamento contendo somente ferro ou ferro com vitaminas foi obtido em serviço público de saúde?",,Não aplicável
,1200.0,1.0,S139,S139,"Após o parto, por quanto tempo tomou o medicamento contendo somente ferro ou ferro com vitaminas?",1,Menos de 1 mês
,,,,,"Após o parto, por quanto tempo tomou o medicamento contendo somente ferro ou ferro com vitaminas?",2,De 1 mês a menos de 2 meses
,,,,,"Após o parto, por quanto tempo tomou o medicamento contendo somente ferro ou ferro com vitaminas?",3,De 2 meses a menos de 3 meses
,,,,,"Após o parto, por quanto tempo tomou o medicamento contendo somente ferro ou ferro com vitaminas?",4,3 meses ou mais
,,,,,"Após o parto, por quanto tempo tomou o medicamento contendo somente ferro ou ferro com vitaminas?",5,Não sabe/Não lembra
,,,,,"Após o parto, por quanto tempo tomou o medicamento contendo somente ferro ou ferro com vitaminas?",9,Ignorado
,,,,,"Após o parto, por quanto tempo tomou o medicamento contendo somente ferro ou ferro com vitaminas?",,Não aplicável
Módulo U - Saúde Bucal,,,,,,,
,1201.0,1.0,U00204,U2a,O que o(a) Sr(a) usa para fazer a limpeza de sua boca Escova de dente,1,Sim
,,,,,O que o(a) Sr(a) usa para fazer a limpeza de sua boca Escova de dente,2,Não
,,,,,O que o(a) Sr(a) usa para fazer a limpeza de sua boca Escova de dente,9,Ignorado
,,,,,O que o(a) Sr(a) usa para fazer a limpeza de sua boca Escova de dente,,Não aplicável
,1202.0,1.0,U00205,U2a,O que o(a) Sr(a) usa para fazer a limpeza de sua boca Pasta de dente,1,Sim
,,,,,O que o(a) Sr(a) usa para fazer a limpeza de sua boca Pasta de dente,2,Não
,,,,,O que o(a) Sr(a) usa para fazer a limpeza de sua boca Pasta de dente,9,Ignorado
,,,,,O que o(a) Sr(a) usa para fazer a limpeza de sua boca Pasta de dente,,Não aplicável
,1203.0,1.0,U00206,U2a,O que o(a) Sr(a) usa para fazer a limpeza de sua boca Fio dental,1,Sim
,,,,,O que o(a) Sr(a) usa para fazer a limpeza de sua boca Fio dental,2,Não
,,,,,O que o(a) Sr(a) usa para fazer a limpeza de sua boca Fio dental,9,Ignorado
,,,,,O que o(a) Sr(a) usa para fazer a limpeza de sua boca Fio dental,,Não aplicável
,1204.0,1.0,U00207,U2a,"O que o(a) Sr(a) usa para fazer a limpeza de sua boca Enxaguatório bucal (como plax, colgate, cepacol)",1,Sim
,,,,,"O que o(a) Sr(a) usa para fazer a limpeza de sua boca Enxaguatório bucal (como plax, colgate, cepacol)",2,Não
,,,,,"O que o(a) Sr(a) usa para fazer a limpeza de sua boca Enxaguatório bucal (como plax, colgate, cepacol)",9,Ignorado
,,,,,"O que o(a) Sr(a) usa para fazer a limpeza de sua boca Enxaguatório bucal (como plax, colgate, cepacol)",,Não aplicável
,1205.0,1.0,U00208,U2a,O que o(a) Sr(a) usa para fazer a limpeza de sua boca Outros,1,Sim
,,,,,O que o(a) Sr(a) usa para fazer a limpeza de sua boca Outros,2,Não
,,,,,O que o(a) Sr(a) usa para fazer a limpeza de sua boca Outros,9,Ignorado
,,,,,O que o(a) Sr(a) usa para fazer a limpeza de sua boca Outros,,Não aplicável
,1206.0,1.0,U00101,U1a,Com que frequência o(a) Sr(a) usa escova de dentes para a higiene bucal,1,3 vezes ou mais por dia
,,,,,Com que frequência o(a) Sr(a) usa escova de dentes para a higiene bucal,2,2 vezes por dia
,,,,,Com que frequência o(a) Sr(a) usa escova de dentes para a higiene bucal,3,1 vez por dia
,,,,,Com que frequência o(a) Sr(a) usa escova de dentes para a higiene bucal,4,Não escovo todos os dias
,,,,,Com que frequência o(a) Sr(a) usa escova de dentes para a higiene bucal,9,Ignorado
,,,,,Com que frequência o(a) Sr(a) usa escova de dentes para a higiene bucal,,Não aplicável
,1207.0,1.0,U00401,U4a,Com que frequência o(a) Sr(a) troca a sua escova de dente por uma nova,1,Menos de 3 meses
,,,,,Com que frequência o(a) Sr(a) troca a sua escova de dente por uma nova,2,De 3 meses a menos de 6 meses
,,,,,Com que frequência o(a) Sr(a) troca a sua escova de dente por uma nova,3,De 6 meses a menos de 1 ano
,,,,,Com que frequência o(a) Sr(a) troca a sua escova de dente por uma nova,4,1 ano ou mais
,,,,,Com que frequência o(a) Sr(a) troca a sua escova de dente por uma nova,5,Nunca trocou
,,,,,Com que frequência o(a) Sr(a) troca a sua escova de dente por uma nova,9,Ignorado
,,,,,Com que frequência o(a) Sr(a) troca a sua escova de dente por uma nova,,Não aplicável
,1208.0,1.0,U005,U5,"Em geral, como o(a) Sr(a) avalia sua saúde bucal (dentes e gengivas)",1,Muito Boa
